PR number,GitHub title,GitHub URL,State,Merged at,Merge SHA,Branch,Files changed,Checks status,Report claimed status,Match? yes/no,Notes
509,Reorder sidebar: Change Management above Lifecycle,https://github.com/onboarda1234/onboarda/pull/509,MERGED,2026-06-16T09:56:58Z,b8deec2ed4ba89fea6630f1339cb650ec56f4a94,copilot/move-change-management-tab,arie-backoffice.html,not available,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
510,PR-DOC-UI-2 — Manus-Style Compact Back Office Document Review,https://github.com/onboarda1234/onboarda/pull/510,MERGED,2026-06-16T10:36:34Z,3c093d6fec18dc8331ceb8be701360bbddb198d8,codex/pr-doc-ui-2-manus-style-compact-document-review,arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_ex11_ai_advisory_labels.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-DOC-UI-2_manus-style-compact-document-review_20260616T093225Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-UI-2_manus-style-compact-document-review_20260616T093225Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-UI-2_manus-style-compact-document-review_20260616T093225Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-DOC-UI-2_manus-style-compact-document-review_20260616T093225Z/diagnosis.md; ... +7 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
511,PR-PILOT-SCOPE-1 — Tag Non-Pilot Enterprise Modules as Coming Soon,https://github.com/onboarda1234/onboarda/pull/511,MERGED,2026-06-16T11:53:33Z,c40025b17daa80a35466a55b688fe7e571110cb3,codex/pr-pilot-scope-1-coming-soon-enterprise-modules,arie-backend/server.py; arie-backend/tests/test_backoffice_monitoring_navigation_static.py; arie-backend/tests/test_pilot_scope_enterprise_modules_static.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_coming-soon-enterprise-modules_20260616T105043Z/implementation_summary.md; ... +15 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
512,[codex] Restore CA sandbox prescreening availability,https://github.com/onboarda1234/onboarda/pull/512,MERGED,2026-06-16T13:12:43Z,8f2c9bc38180e6ef8340bf58da523bc247d365a6,codex/pr-ca-sandbox-prescreening-503,arie-backend/screening_complyadvantage/client.py; arie-backend/screening_complyadvantage/payloads.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_complyadvantage_client.py; arie-backend/tests/test_complyadvantage_payloads.py; arie-backend/tests/test_phase6_complyadvantage_readiness.py; arie-backend/tests/test_screening_adapter_complyadvantage.py; arie-backend/tests/test_submit_resilience.py; docs/audits/evidence/remediation_sprints/PR-CA-SANDBOX-PRESCREENING-503_20260616T121404Z/api_smoke.md; ... +14 more,pass:4,Closed PASS,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
513,PR-PILOT-SCOPE-1 KPI addendum — Mark KPI Dashboard Coming Soon,https://github.com/onboarda1234/onboarda/pull/513,MERGED,2026-06-16T14:00:45Z,5b98eee3324c4bed33815c134afaf35dd009b7b1,codex/pr-pilot-scope-1-kpi-coming-soon,arie-backend/environment.py; arie-backend/server.py; arie-backend/tests/test_feature_flags.py; arie-backend/tests/test_pilot_scope_enterprise_modules_static.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_kpi-coming-soon-enterprise-analytics_20260616T134225Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_kpi-coming-soon-enterprise-analytics_20260616T134225Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_kpi-coming-soon-enterprise-analytics_20260616T134225Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_kpi-coming-soon-enterprise-analytics_20260616T134225Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1_kpi-coming-soon-enterprise-analytics_20260616T134225Z/implementation_summary.md; ... +2 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
514,PR-DOC-VERIFY-COVERAGE-UI-1 — Document Verification Coverage Clarity and Officer UX Simplification,https://github.com/onboarda1234/onboarda/pull/514,MERGED,2026-06-16T16:41:28Z,3d82dfeadedaaced57a44c639161607d66cd81c9,codex/pr-doc-verify-coverage-ui-1,arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_ex11_ai_advisory_labels.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backend/tests/test_pr_doc_verify_coverage_ui_1.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260616T155936Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260616T155936Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260616T155936Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260616T155936Z/diagnosis.md; ... +5 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
515,PR-PILOT-SCOPE-1B — SAR/STR + Enterprise Surface Verification and Pilot Lockdown,https://github.com/onboarda1234/onboarda/pull/515,MERGED,2026-06-16T16:24:08Z,cc6a77a66ded2838617b813a2d9b6e44b776ac2a,codex/pr-pilot-scope-1b-sar-enterprise-surface-verification,arie-backend/environment.py; arie-backend/server.py; arie-backend/tests/test_audit_export.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_ex11_ai_advisory_labels.py; arie-backend/tests/test_feature_flags.py; arie-backend/tests/test_pilot_scope_backend_lockdown.py; arie-backend/tests/test_pilot_scope_enterprise_modules_static.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-PILOT-SCOPE-1B_sar-str-enterprise-surface-verification_20260616T160608Z/api_smoke.md; ... +13 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
516,[codex] Harden staging version evidence,https://github.com/onboarda1234/onboarda/pull/516,MERGED,2026-06-16T17:32:12Z,ab0dc587751b983eee43d00ea632609282a8ef42,codex/ops-staging-qa-evidence-1,.github/workflows/day6-staging-smoke.yml; .github/workflows/deploy-staging.yml; arie-backend/db.py; arie-backend/scripts/qa/staging_release_evidence.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_day6_deployment_observability_docs.py; arie-backend/tests/test_day6_staging_smoke_workflow.py; arie-backend/tests/test_qa_smoke_user.py; arie-backend/tests/test_staging_release_evidence.py; ... +5 more,pass:4,Closed PASS,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
517,[codex] Fix staging smoke dashboard canonical check,https://github.com/onboarda1234/onboarda/pull/517,MERGED,2026-06-16T18:28:37Z,26571ce558f17749debcfe9c90ddbf18a3f5768e,codex/ops-staging-qa-evidence-1-smoke-fix,arie-backend/scripts/qa/day5_closing_smoke.py; arie-backend/tests/test_day5_closing_smoke.py; docs/DAY6_CLOSING_RUNBOOK.md; docs/DEPLOYMENT_RUNBOOK.md,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
518,[codex] Make staging smoke counts optional,https://github.com/onboarda1234/onboarda/pull/518,MERGED,2026-06-16T19:41:57Z,12aca7a28014db34a211da4ec8f594febaba5a6b,codex/ops-staging-qa-evidence-1-live-smoke,.github/workflows/day6-staging-smoke.yml; arie-backend/tests/test_day6_closing_runbook.py; arie-backend/tests/test_day6_deployment_observability_docs.py; arie-backend/tests/test_day6_staging_smoke_workflow.py; docs/DAY6_CLOSING_RUNBOOK.md; docs/DEPLOYMENT_RUNBOOK.md,pass:4,Closed PASS,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
519,PR-DOC-VERIFY-COVERAGE-UI-1 — Document Verification Coverage UI Simplification and Officer Workflow Cleanup,https://github.com/onboarda1234/onboarda/pull/519,MERGED,2026-06-17T06:07:45Z,59e92adbbbe704afb1acd6b72583542b4ef085d2,codex/pr-doc-verify-coverage-ui-1,arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_export_pack_ui_static.py; arie-backend/tests/test_kyc_1a_sumsub_idv_visibility.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backend/tests/test_pr_doc_verify_coverage_ui_1.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260617T053019Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-VERIFY-COVERAGE-UI-1_document-verification-coverage-clarity_20260617T053019Z/browser_smoke.md; ... +8 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
520,Fix missing-document upload action quoting,https://github.com/onboarda1234/onboarda/pull/520,MERGED,2026-06-17T07:10:31Z,fc33472d0559d1f8070d6c90270aca0aa31e4afd,codex/pr-doc-verify-coverage-ui-1-upload-cta-fix,arie-backend/tests/test_pr_doc_verify_coverage_ui_1.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
521,PR-DOC-VERIFY-COVERAGE-UI-1 — Second cleanup pass for back-office document review,https://github.com/onboarda1234/onboarda/pull/521,MERGED,2026-06-17T07:52:40Z,6292fcbf1f4cfc869f1a004a40d2d1195624d9e6,codex/pr-doc-verify-coverage-ui-1-second-cleanup,arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backend/tests/test_pr_doc_verify_coverage_ui_1.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
524,"PR-KYC-DOCS-ACTION-STABILITY-1 — KYC Documents Action Stability, Reject Reason Enforcement, and View-vs-Download Fix",https://github.com/onboarda1234/onboarda/pull/524,MERGED,2026-06-17T13:33:57Z,13d9c48b09e2008348b20a135e0cc426aae63acf,codex/pr-kyc-docs-action-stability-1,arie-backend/s3_client.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_document_download_safety.py; arie-backend/tests/test_kyc_docs_action_stability_static.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-KYC-DOCS-ACTION-STABILITY-1_20260617T131128Z/api_smoke.json; docs/audits/evidence/remediation_sprints/PR-KYC-DOCS-ACTION-STABILITY-1_20260617T131128Z/browser_console.log; docs/audits/evidence/remediation_sprints/PR-KYC-DOCS-ACTION-STABILITY-1_20260617T131128Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-KYC-DOCS-ACTION-STABILITY-1_20260617T131128Z/closure_report.md; ... +5 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
528,PR-PORTAL-PILOT-BOUNDARY-1 portal pilot boundary cleanup,https://github.com/onboarda1234/onboarda/pull/528,MERGED,2026-06-18T03:48:16Z,66ff0f35e4ea32e41fd7342aecede5288e434fcf,codex/pr-portal-pilot-boundary-1,arie-backend/public_api.py; arie-backend/tests/test_portal_pilot_boundary_static.py; arie-backend/tests/test_public_api.py; arie-backend/tests/test_risk_display_integrity.py; arie-portal.html; docs/audits/evidence/remediation_sprints/PR-PORTAL-PILOT-BOUNDARY-1_20260618T030901Z/api_smoke.json; docs/audits/evidence/remediation_sprints/PR-PORTAL-PILOT-BOUNDARY-1_20260618T030901Z/browser_console.log; docs/audits/evidence/remediation_sprints/PR-PORTAL-PILOT-BOUNDARY-1_20260618T030901Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-PORTAL-PILOT-BOUNDARY-1_20260618T030901Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-PORTAL-PILOT-BOUNDARY-1_20260618T030901Z/health.json; ... +6 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
529,Conducting Portal KYC Enhanced Document Requirements Audit,https://github.com/onboarda1234/onboarda/pull/529,MERGED,2026-06-18T04:44:10Z,78fd6c6209b794445b80d7c1034b8686ab8bd8a5,copilot/portal-kyc-edd-requirements-audit-1,docs/audits/evidence/remediation_sprints/PORTAL-KYC-EDD-REQUIREMENTS-AUDIT-1_20260618T040402Z/PORTAL-KYC-EDD-REQUIREMENTS-AUDIT-1.md,pass:3,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
531,[codex] Block approval on pending screening second review,https://github.com/onboarda1234/onboarda/pull/531,MERGED,2026-06-18T06:53:41Z,741b5fa8a9e67812705baed45c3716a01d62ac3e,codex/screening-second-review-approval-gate,arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_approval_gate.py; arie-backend/tests/test_backoffice_review_audit.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
532,Auditing role authority and compliance design,https://github.com/onboarda1234/onboarda/pull/532,MERGED,2026-06-18T10:12:41Z,1bf88de0efa35c546891beb5de5e265523578bbb,copilot/role-authority-design-audit-1,audit_findings.md; button_visibility_matrix.md; current_role_matrix.md; endpoint_authority_matrix.md; recommended_pr_sequence.md; status_transition_matrix.md; submit_to_compliance_design.md; summary.json; target_role_matrix.md,pass:3,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
533,PR-PRS-A periodic review lifecycle remediation,https://github.com/onboarda1234/onboarda/pull/533,MERGED,2026-06-18T12:33:05Z,044b6ce48f71ea99ada121508a74e3f10d3eed5c,codex/pr-prs-a-periodic-review-lifecycle,arie-backend/monitoring_enrollment.py; arie-backend/periodic_review_engine.py; arie-backend/periodic_review_management.py; arie-backend/periodic_review_projection_service.py; arie-backend/server.py; arie-backend/tests/test_periodic_review_engine.py; arie-backend/tests/test_periodic_review_handlers.py; arie-backend/tests/test_periodic_review_phase1_handlers.py; arie-backend/tests/test_periodic_review_queue_hygiene.py; docs/audits/evidence/remediation_sprints/PR-PRS-A_20260618T115652Z/api_smoke.md; ... +14 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
534,Align KYC EDD requirements with matrix v5,https://github.com/onboarda1234/onboarda/pull/534,MERGED,2026-06-18T12:36:24Z,f4dd03c8fe94c0d119d95bca5c96cc176cfe5cb9,feature/kyc-edd-matrix-alignment,arie-backend/document_policy_registry.py; arie-backend/enhanced_requirements.py; arie-backend/server.py; arie-backend/tests/test_application_enhanced_requirements.py; arie-backend/tests/test_enhanced_requirement_memo.py; arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_recon1_policy_reconciliation.py; arie-backoffice.html; arie-portal.html; ... +6 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
536,"Add follow-up audit evidence for screening gates, portal negative-case coverage, and removed-key reconciliation",https://github.com/onboarda1234/onboarda/pull/536,MERGED,2026-06-18T16:09:30Z,361a71e315c08aa11f680feff66b5e34023ea014,copilot/featurekyc-edd-matrix-alignment,docs/audits/evidence/remediation_sprints/PR-KYC-EDD-REQUIREMENTS-1A_AUDIT2_20260618T151131Z.md; docs/audits/evidence/remediation_sprints/PR-KYC-EDD-REQUIREMENTS-1A_AUDIT_20260618T150120Z.md,pass:3,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
537,PR-PRS-B (safe core): Periodic Review evidence + Agent 1 gates,https://github.com/onboarda1234/onboarda/pull/537,MERGED,2026-06-18T17:31:50Z,69effaafce6e14dd493497e692c290f69018dcb5,feat/pr-prs-b-evidence-gates,arie-backend/enhanced_requirements.py; arie-backend/periodic_review_blockers.py; arie-backend/periodic_review_document_requests.py; arie-backend/tests/test_pr_prs_b_evidence_gates.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
540,PR-PRS-C C1: Periodic review canonical risk elevation-floor + material-change rescore gate,https://github.com/onboarda1234/onboarda/pull/540,MERGED,2026-06-19T03:39:56Z,dd162525aa07c64660f70ca8336c3834ebdfb898,feat/pr-prs-c1-risk,arie-backend/periodic_review_engine.py; arie-backend/tests/test_periodic_review_engine.py; arie-backend/tests/test_periodic_review_handlers.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
542,"fix(authority): PR-APPROVAL-AUTHORITY-MATRIX-1 — centralize terminal-decision authority, close PATCH bypass",https://github.com/onboarda1234/onboarda/pull/542,MERGED,2026-06-19T06:56:11Z,2d8bf1143c7d068b6f7398e5f63b62d51ca13275,feat/pr-approval-authority-matrix-1,arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_officer_corrections.py; arie-backend/tests/test_patch_decision_bypass.py; arie-backend/tests/test_phase5_p1_hardening.py; arie-backend/tests/test_role_naming_onboarding_officer_static.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
543,feat: PR-PRS-C2 memo-gated periodic-review completion (fail-closed qu…,https://github.com/onboarda1234/onboarda/pull/543,MERGED,2026-06-19T09:13:54Z,cda0cc77967c052f0bab90081701123d4119cda5,claude/zen-albattani-qi1c01,arie-backend/periodic_review_engine.py; arie-backend/periodic_review_management.py; arie-backend/periodic_review_memo.py; arie-backend/server.py; arie-backend/tests/test_periodic_review_memo.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
548,PR-PRS-D: Pending memo UX for periodic reviews,https://github.com/onboarda1234/onboarda/pull/548,MERGED,2026-06-19T14:31:03Z,c5e57fd65727224361927f2f99048b64bef8c56c,feat/pr-prs-d-pending-memo-ux,arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
550,PR-PRS-E: Memo-stuck alert hardening,https://github.com/onboarda1234/onboarda/pull/550,MERGED,2026-06-19T16:10:34Z,ad9da7081a2a1367f31f08077673f7d025bcd509,feat/pr-prs-e-memo-alert-hardening,arie-backend/periodic_review_engine.py; arie-backend/periodic_review_memo.py; arie-backend/server.py; arie-backend/tests/test_periodic_review_memo.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
553,PR-PRS-F: Periodic review audit UX remediation,https://github.com/onboarda1234/onboarda/pull/553,MERGED,2026-06-20T10:13:43Z,d6736eff5afe4ed279418c828093c2ffa77cf08d,fix/pr-prs-f-audit-remediation,arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
557,perf: PR-PRS-QUEUE-LIST-LITE-PERF-1 list-lite serializer,https://github.com/onboarda1234/onboarda/pull/557,MERGED,2026-06-21T11:02:44Z,bfc4260059a234ce05d2a7a521c11a2056098f17,perf/pr-prs-queue-list-lite-perf-1,arie-backend/server.py; arie-backend/tests/test_periodic_review_queue_list_lite.py; docs/audits/evidence/remediation_sprints/PR-PRS-QUEUE-LIST-LITE-PERF-1_20260621T081350Z/summary.md,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
558,docs: refresh RegMind investor product audit report (June 2026),https://github.com/onboarda1234/onboarda/pull/558,MERGED,2026-06-21T10:53:47Z,55aa8473505087dcbdd6497388898df6fbb7be72,copilot/update-investor-product-audit-report,docs/investor/regmind-product-audit-report.md,not available,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
561,PR-CM-APPROVAL-PRECONDITIONS-1 — Gate CM approval on screening/risk results and maker-checker,https://github.com/onboarda1234/onboarda/pull/561,MERGED,2026-06-22T07:13:17Z,d0cc22b85541c5ba3fcd5706c253acf527f4a7ab,feat/pr-cm-approval-preconditions-1,arie-backend/change_management.py; arie-backend/db.py; arie-backend/server.py; arie-backend/tests/test_change_management.py; arie-backend/tests/test_cm_approval_preconditions.py; arie-backend/tests/test_cm_defects_closure.py; arie-backend/tests/test_cm_implement_propagation.py; arie-backend/tests/test_cm_rbac_portal.py; arie-backend/tests/test_cm_regression_hotfix.py; arie-backend/tests/test_portal_cr_and_validation.py; ... +2 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
562,Unified Company Registry Normalisation + Companies House Provider,https://github.com/onboarda1234/onboarda/pull/562,MERGED,2026-06-22T09:30:12Z,51a01de747392f2d5191c48fe269ebfb28042763,codex/pr-ch-intake-1,arie-backend/company_registry.py; arie-backend/config.py; arie-backend/screening.py; arie-backend/server.py; arie-backend/tests/test_company_registry.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
563,PR-CM-RISK-PRECONDITION-SERIALIZATION-FIX-1: serialize persisted risk evidence safely,https://github.com/onboarda1234/onboarda/pull/563,MERGED,2026-06-22T10:04:01Z,a7fb5c2a572ef577d87a99bac51fe86f634dc05f,feat/pr-cm-risk-precondition-serialization-fix-1,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/test_cm_approval_preconditions.py; arie-backend/tests/test_cm_lock_and_auto_draft_api.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
564,Company Intake Draft Application + Registry Provenance Write Path,https://github.com/onboarda1234/onboarda/pull/564,MERGED,2026-06-22T14:25:42Z,3c63b39da62df9f5427455cc8613a0696cb6b319,codex/pr-ch-intake-2,arie-backend/company_registry.py; arie-backend/db.py; arie-backend/server.py; arie-backend/tests/test_company_intake_write_path.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
565,Portal Guided Company Intake Wizard,https://github.com/onboarda1234/onboarda/pull/565,MERGED,2026-06-22T16:47:25Z,c699d4db856a03edafa45f92f20052c6448f8af5,codex/pr-ch-intake-3,arie-backend/tests/test_company_intake_portal_static.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
566,PR-CH-INTAKE-3B — Imported Directors/PSC Summary in Long Form,https://github.com/onboarda1234/onboarda/pull/566,MERGED,2026-06-23T02:36:49Z,f4eb532722315938eb1355c11ccf5cd9e6040b5a,codex/pr565-imported-party-summary,arie-backend/tests/test_company_intake_portal_static.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
567,PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1 — Fix portal periodic review attestation modal layout,https://github.com/onboarda1234/onboarda/pull/567,MERGED,2026-06-23T03:11:24Z,6cfa9e59f57dffe3a64d66f56348c406ae7a57e0,codex/pr-prs-portal-attestation-modal-layout,arie-backend/tests/test_portal_periodic_review_attestation_static.py; arie-portal.html; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/before_screenshot_reference.md; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/changed_files_summary.md; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/console_network_summary.md; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/logs/browser_smoke.raw.json; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/logs/portal_attestation_modal_smoke.js; docs/audits/evidence/remediation_sprints/PR-PRS-PORTAL-ATTESTATION-MODAL-LAYOUT-FIX-1_20260623T023801Z/screenshots/after-1024.png; ... +3 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
568,Companies House Verification Badges in Back Office,https://github.com/onboarda1234/onboarda/pull/568,MERGED,2026-06-23T15:11:01Z,190b9763c2dac2b7e815f1f9b142d1366194b4f4,codex/pr-ch-intake-4-badges,arie-backend/tests/test_company_intake_backoffice_badges_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
569,[codex] Handle LLP officers in company intake,https://github.com/onboarda1234/onboarda/pull/569,MERGED,2026-06-23T05:33:25Z,4385659a21a479798fae5b02750dac075560918c,codex/company-intake-llp-officers,arie-backend/company_registry.py; arie-backend/server.py; arie-backend/tests/test_company_intake_portal_static.py; arie-backend/tests/test_company_intake_write_path.py; arie-backend/tests/test_company_registry.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
570,Related Party Field Expansion + Wider Application Layout,https://github.com/onboarda1234/onboarda/pull/570,MERGED,2026-06-23T10:07:44Z,a442013f438ae623c21c81ce45feab63321ddfe7,codex/related-party-field-expansion,arie-backend/company_registry.py; arie-backend/db.py; arie-backend/party_utils.py; arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_application.py; arie-backend/tests/test_company_intake_portal_static.py; arie-backend/tests/test_company_intake_write_path.py; arie-backend/tests/test_company_registry.py; arie-backend/tests/test_draft_persistence.py; ... +4 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
571,Fix manual party imported timestamp persistence,https://github.com/onboarda1234/onboarda/pull/571,MERGED,2026-06-23T11:32:53Z,e34868ad492231546e293fcc2673a97e1ff444d9,codex/pr570-staging-submit-hotfix,arie-backend/server.py; arie-backend/tests/test_application.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
572,PR-CM-EVIDENCE-AGENT1-GATES-1 — Gate CM approval on required evidence and Agent 1 verification,https://github.com/onboarda1234/onboarda/pull/572,MERGED,2026-06-23T11:39:44Z,2dddf5cae41bf1f8657d13076b8d6d656a50db71,feat/pr-cm-evidence-agent1-gates-1,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/cm_evidence_test_helpers.py; arie-backend/tests/test_change_management.py; arie-backend/tests/test_cm_approval_preconditions.py; arie-backend/tests/test_cm_defects_closure.py; arie-backend/tests/test_cm_evidence_agent1_gates.py; arie-backend/tests/test_cm_implement_propagation.py; arie-backend/tests/test_cm_rbac_portal.py; arie-backend/tests/test_cm_regression_hotfix.py; ... +3 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
573,Fix imported party metadata persistence,https://github.com/onboarda1234/onboarda/pull/573,MERGED,2026-06-23T12:45:23Z,e50327087225dc7293f9d0e25b8a816af8595627,codex/pr570-imported-metadata-json-hotfix,arie-backend/server.py; arie-backend/tests/test_application.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
